downloadcount	movie
	
55	[美国][2016][真相背后/完全真相(台)][The.Whole.Truth.2016.720p.BluRay.DTS.x264-EPi][剧情/惊悚][Blu-Ray][720P][附件中英字幕]
	
60	[台湾][2016][太阳的孩子][Wawa.No.Cidal.2015.BluRay.720p.x264.AC3-CMCT][剧情][Blu-Ray][720P][自带中文字幕]
	
342	[美国][2016][佩小姐的奇幻城堡/怪屋女孩][Miss.Peregrines.Home.for.Peculiar.Children.2016.1080p.BluRay.x264-SPARKS][剧情/奇幻][Blu-Ray][1080P][附件中英字幕]
	
162	[美国][2016][BJ单身日记3][Bridget.Joness.Baby.2016.BluRay.720p.DTS.x264-MTeam][喜剧/爱情][Blu-Ray][720P][暂无字幕]
	
549	[美国][2016][萨利机长][Sully.2016.BluRay.720p.DD5.1.x264-MTeam][剧情/传记/灾难][Blu-Ray][720P][附件中英字幕]
	
153	[美国][2016][摩根/魔诡(台)][Morgan.2016.720p.BluRay.x264.DTS-HDChina][剧情/恐怖/惊悚/悬疑][Blu-Ray][720P][自带中文字幕]
	
882	[美国][2016][佩小姐的奇幻城堡/怪屋女孩][Miss.Peregrines.Home.for.Peculiar.Children.2016.720p.BluRay.x264-SPARKS][剧情/奇幻][Blu-Ray][720P][附件中英字幕]
	
46	[美国][2016][摩根/魔诡(台)][Morgan.2016.1080p.BluRay.x264.DTS-HDChina][剧情/恐怖/科幻/悬疑][Blu-Ray][1080P][自带中文字幕]
	
78	[美国][1939][乱世佳人/飘][Gone With the Wind 1939 720p BluRay DTS x264-FoRM][剧情/爱情/战争][Blu-Ray][720P][自带英文字幕]
	
197	[美国][2012][霍比特人三部曲][The.Hobbit.1-3.2012-2014.Extended.Edition.BluRay.1080p.DTS-HD.MA.7.1.2Audio.x265-EPiC][伊恩·麦克莱恩/马丁·弗瑞曼][动作/奇幻/冒险][Blu-Ray][1080P][自带中英字幕]
	
512	[美国][2016][萨利机长][Sully.2016.720p.BluRay.x264-SPARKS][汤姆·汉克斯/劳拉·琳妮/艾伦·艾克哈特][剧情/传记][Blu-Ray][720P][暂无字幕]
	
90	[日本][2016][红海龟/红龟/人龟情未了][The.Red.Turtle.2016.720p.BluRay.DD5.1.x264-VietHD][爱情/奇幻/动画][Blu-Ray][720P][无需字幕]
	
49	[美国][2016][平凡的世界][Ordinary.World.2016.BluRay.720p.DTS.x264-MTeam][剧情/喜剧/音乐][Blu-Ray][720P][暂无字幕]
	
341	[香港][2016][反贪风暴2/Z风暴2][S.Storm.2016.BluRay.720p.x264.DD5.1-HDChina][剧情/犯罪][Blu-Ray][720P][自带中文字幕]
	
109	[大陆][2000][冤家父子][Papa.2000.DVDRip.x264.AC3-CMCT][冯小刚/胡小培/徐帆/刘蓓][剧情/喜剧][DVD][自带中文字幕]
	
308	[美国][2016][自杀小队/X特遣队/自杀突击队(台)/自杀特攻:超能暴队(港)/犯罪敢死队][Suicide.Squad.2016.EXTENDED.720p.BluRay.x264.DD5.1-HDChina][喜剧/动作/冒险][Blu-Ray][720P][暂无字幕]
	
98	[美国][2016][自杀小队/X特遣队/自杀突击队(台)/自杀特攻:超能暴队(港)/犯罪敢死队][Suicide.Squad.Extended.Cut.2016.BluRay.720p.AC3.x264-MTeam][喜剧/动作/冒险][Blu-Ray][720P][暂无字幕]
	
	
	
228	[美国][2005][战争之王][Lord.of.War.2005.BluRay.720p.x264.AC3.2Audios-CMCT][剧情/动作/惊悚/犯罪][Blu-Ray][720P][自带中英字幕]
	
105	[香港][2016][开饭啦][Let‘s.Eat.2016.BluRay.iPad.720p.AAC.2Audio.x264-HDSPad][杜汶泽/陈茵媺/卢海鹏][喜剧][Blu-Ray][720P][自带中文字幕]
	
179	[美国][2016][海底总动员2:多莉去哪儿][Finding.Dory.2016.BluRay.720p.x264.AC3.4Audios-CMCT][喜剧/家庭/动画/冒险][Blu-Ray][720P][自带中英字幕]
	
24	[美国][2016][来自美国的莫里斯][Morris.From.America.2016.1080p.BluRay.DTS.x265-10bit-HDS][剧情/爱情][Blu-Ray][1080P][自带英文字幕]
	
132	[美国][2016][宾虚/宾汉(台)][Ben.Hur.2016.720p.BluRay.x264-GECKOS][剧情/冒险][Blu-Ray][720P][自带英文字幕]
	
229	[美国][2016][狙击手:特别行动/狙击手:特殊行动][Sniper.Special.Ops.2016.BluRay.720p.DTS.x264-HDH][剧情/动作][Blu-Ray][720P][自带中文字幕]
	
57	[美国][2016][圆梦巨人/吹梦巨人(港)/好心眼儿巨人][The.BFG.2016.1080p.BluRay.x264.DTS-WiKi][鲁比·巴恩希尔/马克·里朗斯][奇幻/冒险][Blu-Ray][1080P][暂无字幕]
	
127	[香港][1987][倩女幽魂][A.Chinese.Ghost.Story.1987.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS][喜剧/动作/恐怖/爱情/奇幻][Blu-Ray][1080P][自带中英字幕]
	
90	[香港][1993][东方不败风云再起/笑傲江湖之东方不败风云再起/笑傲江湖3][The.East.Is.Red.1993.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS][动作/爱情][Blu-Ray][1080P][自带中英字幕]
	
68	[美国][2016][真相背后][The.Whole.Truth.2016.720p.BluRay.H264.AAC-RARBG][剧情/惊悚][Blu-Ray][720P][附件英文字幕]
	
244	[美国][2016][死亡复苏:终极游戏/丧尸围城:终极游戏/丧尸围城3:终极游戏][Dead.Rising.Endgame.2016.720p.BluRay.DTS.x264-HDS][动作/恐怖][Blu-Ray][720P][自带中英字幕]
	
464	[美国][2016][谍影重重5/叛谍追击5:身份重启(港)][Jason.Bourne.2016.BluRay.720p.x264.AAC-PHD][动作/惊悚/悬疑][Blu-Ray][720P][自带中文字幕]
	
8	[美国][1985][推销员之死][Death.Of.A.Salesman.1985.720p.BluRay.x264-SiNNERS][剧情][Blu-Ray][720P][附件中文字幕]
	
209	[美国][2001][哈利波特与魔法石][Harry.Potter.And.The.Sorcerers' Stone.2001.HK.BluRay.720p.x264.AC3.2Audios-CMCT][J.K.罗琳的全新魔法世界11月25日全面开启！][家庭/奇幻/冒险][Blu-Ray][720P][自带中英字幕]
	
118	[美国][2009][哈利·波特与混血王子][Harry.Potter.And.The.Half-Blood.Prince.2009.HK.BluRay.720p.x264.AC3.2Audios-CMCT][J.K.罗琳的全新魔法世界11月25日全面开启！][剧情/奇幻/冒险][Blu-Ray][720P][自带中英字幕]
	
165	[美国][2010][哈利·波特与死圣(上)/哈利波特:死神的圣物1(香港/台湾译名)/哈利·波特7][Harry.Potter.And.The.Deathly.Hallows.Part.1.2010.HK.BluRay.720p.x264.AC3.2Audios-CMCT][J.K.罗琳的全新魔法世界11月25日全面开启！][动作/奇幻/冒险/悬疑][Blu-Ray][720P][自带中英字幕]
	
178	[美国][2011][哈利·波特与死亡圣器(下)/哈利·波特与死圣(下)/哈利波特:死神的圣物2/哈7(下) ][Harry.Potter.And.The.Deathly.Hallows.Part.2.2011.HK.BluRay.720p.x264.AC3.2Audios-CMCT][J.K.罗琳的全新魔法世界11月25日全面开启！][剧情/动作/奇幻/冒险/悬疑][Blu-Ray][720P][自带中英字幕]
	
122	[美国][1963][埃及艳后][Cleopatra.50th.Anniversary.Edition.1963.BluRay.1080p.AAC.2Audio.x264-MTeamPAD][剧情/爱情/传记][Blu-Ray][1080P][暂无字幕]
	
227	[美国][2016][圆梦巨人/吹梦巨人(港)/好心眼儿巨人][The.BFG.2016.BluRay.720p.MNHD-FRDS][奇幻/冒险][Blu-Ray][720P][自带中英字幕]
	
177	[日本][2016][假如猫从世界上消失了][If.Cats.Disappeared.from.the.World.2016.720p.BluRay.x264-WiKi][奇幻][Blu-Ray][720P][自带中文字幕]
	
76	[美国][2016][久保与二弦琴/魔弦传说/酷宝:魔弦传说(台)/捉妖敢死队(港)/久保与二胡][Kubo.and.the.Two.Strings.2016.720p.BluRay.x264-WiKi][动画/冒险][Blu-Ray][720P][暂无字幕]
	
22	[美国][2016][圆梦巨人/吹梦巨人(港)/好心眼儿巨人][The.BFG.2016.720p.BluRay.x264-WiKi][奇幻/冒险][Blu-Ray][720P][暂无字幕]
	
50	[美国][2012][谍影重重4/神鬼认证4(台)/叛谍追击4:机密逃杀(港)][The.Bourne.Legacy.2012.1080p.BluRay.x264.DTS-WiKi][动作/惊悚/冒险/悬疑][Blu-Ray][1080P][暂无字幕]
	
173	[美国][2016][谍影重重5/叛谍追击5:身份重启(港)/神鬼认证:杰森包恩(台)][Jason.Bourne.2016.1080p.BluRay.x264.DTS-WiKi][动作/惊悚/悬疑][Blu-Ray][1080P][暂无字幕]
	
182	[2016][机组乘务员][Ekipazh.2016.720p.BluRay.x264.AAC-iHD][剧情/惊悚/冒险/灾难][Blu-Ray][720P][自带中文字幕]
	
286	[美国][2016][谍影重重5/叛谍追击5:身份重启(港)][Jason.Bourne.2016.BluRay.iPad.720p.AAC.x264-HDSPad][动作/惊悚/悬疑][Blu-Ray][720P][自带中文字幕]
	
84	[美国][2016][屏住呼吸/禁室杀戮(港)][Don't.Breathe.2016.720p.BluRay.x264.AAC-iHD][恐怖/惊悚/犯罪][Blu-Ray][720P][自带中文字幕]
	
142	[美国][2016][赴汤蹈火][Hell.or.High.Water.2016.BluRay.720p.x264.AC3-CMCT][剧情/犯罪][Blu-Ray][720P][自带中英字幕]
	
150	[美国][2016][久保与二弦琴/魔弦传说][Kubo.and.the.Two.Strings.2016.BluRay.720p.x264.AC3-CMCT][动画/冒险][Blu-Ray][720P][自带中英字幕]
	
39	[美国][2016][不死警官][Officer.Downe.2016.1080p.WEB-DL.x264-IchiMaruGin][剧情/动作/犯罪][WEB-DL][1080P][暂无字幕]
	
162	[美国][2016][一路到底][All.The.Way.2016.BluRay.720p.DTS.x264-HDH][剧情][Blu-Ray][720P][自带中英字幕]
	
141	[美国][2005][断背山][Brokeback.Mountain.2005.1080p.BluRay.x264.10bit-WiKi][剧情][Blu-Ray][1080P][暂无字幕]
	
126	[美国][2016][谍影重重5/叛谍追击5:身份重启(港)/神鬼认证:杰森包恩(台)][Jason.Bourne.2016.BluRay.720p.DTS.x264-MTeam][动作/惊悚/悬疑][Blu-Ray][720P][附件中英字幕]
	
407	[美国][2016][屏住呼吸/禁室杀戮(港)/别呼吸(台)/暂时停止呼吸][Don't.Breathe.720p.BluRay.x264.DTS-HDChina][恐怖/惊悚/犯罪][Blu-Ray][720P][自带英文字幕]
	
161	[韩国][2010][孤胆特工/杀手代父(港)/大叔(台)/叔叔/][The.Man.From.Nowhere.2010.BluRay.720p.DTS.x264-HDH][剧情/动作/犯罪][Blu-Ray][720P][自带中英字幕]
	
675	[美国][2016][自杀小队/X特遣队(加长版)][Suicide.Squad.2016.EXTENDED.1080p.WEB-DL.DD5.1.H264-FGT][威尔·史密斯/杰瑞德·莱托][喜剧/动作/冒险][WEB-DL][1080P][附件中英字幕]
	
185	[大陆][2016][六弄咖啡馆][At.Cafe.6.2016.BluRay.720p.DD5.1.x264-MTeam][剧情/爱情][Blu-Ray][720P][暂无字幕]
	
63	[日本][2016][毛骨悚然/怪邻居(港)/邻家怪吓(港)/恐怖邻人(台)][Creepy.2016.720p.BluRay.x264-WiKi][西岛秀俊/竹内结子][惊悚][Blu-Ray][720P][自带中文字幕]
	
92	[美国][2016][圆梦巨人/吹梦巨人(港)/好心眼儿巨人][The.BFG.2016.720p.BluRay.x264-SPARKS][鲁比·巴恩希尔][奇幻/冒险][Blu-Ray][720P][自带英文字幕]
	
165	[美国][2016][寻:电影版/众里寻他/寻:特别篇][Looking.The.Movie.2016.720p.BluRay.x264-HDChina][剧情][Blu-Ray][720P][自带英文字幕]
	
787	[美国][2016][自杀小队/X特遣队][Suicide.Squad.2016.1080p.WEB-DL.H264.AC3-EVO][威尔·史密斯/杰瑞德·莱托][喜剧/动作/冒险][WEB-DL][1080P][附件中英字幕]
	
61	[美国][2006][夏洛特的网/夏洛的网][Charlotte's.Web.2006.BluRay.720p.DTS.2Audio.x264-HDH][喜剧/家庭][Blu-Ray][720P][自带中英字幕]
	
112	[美国][2016][国际杀手的真实回忆录][True.Memoirs.of.an.International.Assassin.2016.HDRip.XviD.AC3-EVO][剧情/动作][HDTV][480P][附件中英字幕]
	
63	[日本][2016][白昼之雨][Himeanole.2016.720p.BluRay.x264-WiKi][森田刚/滨田岳][惊悚/犯罪][Blu-Ray][720P][自带中文字幕]
	
128	[香港][2011][夺命金][Life.Without.Principle.2011.BluRay.720p.x264.AC3-NYHD][刘青云/何韵诗/任贤齐][剧情/犯罪][Blu-Ray][720P][自带中文字幕]
	
459	[大陆][2016][大话西游终结篇][A.Chinese.Odyssey.Part.III.2016.BluRay.720p.AC-3.2Audio.x264-MTeam][国粤双音轨][喜剧/爱情/科幻][Blu-Ray][720P][暂无字幕]
	
302	[美国][2016][新异形][Alienate.2016.720p.BluRay.x264-RUSTED][剧情/恐怖/惊悚][Blu-Ray][720P][暂无字幕]
	
86	[美国][2010][阿凡达/化身/异次元战神/天神下凡/神之化身][Avatar.2010.3in1.1080p.Hybrid.BluRay.x264.DTS-WiKi][高码剧场版+三合一版原盘混合制作][动作][Blu-Ray][1080P][自带中英字幕]
	
494	[大陆][2016][老九门番外之虎骨梅花][The.Mystic.Nine.ExtraⅡ.2016.WEB-DL.1080p.H264-HDATV][奇幻/悬疑][WEB-DL][1080P][自带中文字幕]
	
184	[2016][湖泊的传说][Tale.of.a.Lake.2016.720p.BluRay.DTS.x264-EPiC][纪录][Blu-Ray][720P][自带英文字幕]
	
	
	
261	[大陆][2016][长江图][Crosscurrent.2016.WEB-DL.4K.H264-HDATV][剧情/爱情][WEB-DL][4K][自带中英字幕]
	
29	[美国][2015][已是香港明日/緣來說再見(港)][Already.Tomorrow.in.Hong.Kong.2015.720p.BluRay.DD5.1.x264-HDS][喜剧/爱情][Blu-Ray][720P][自带中英字幕]
	
337	[印度][2016][红粉惊魂/女生规则][Pink.2016.720p.BluRay.DD5.1.x264-EPiC][印度高分惊悚片][惊悚][Blu-Ray][720P][自带英文字幕]
	
115	[美国][2011][龙纹身的女孩/千禧三部曲I:龙纹身的女孩(台)][The.Girl.With.The.Dragon.Tattoo.2011.720p.BluRay.DTS.x264-HDS][剧情/惊悚/犯罪][Blu-Ray][720P][自带中英字幕]
	
221	[日本][2016][请叫我英雄][I.Am.a.Hero.2016.720p.BluRay.iPad.AAC.x264-OnlyHD][动作/恐怖][Blu-Ray][720P][自带中文字幕]
	
351	[美国][2016][久保与二弦琴/魔弦传说/酷宝:魔弦传说(台)/捉妖敢死队(港)/久保与二胡][Kubo.And.The.Two.Strings.2016.720p.BluRay.x264.DTS-HDChina][动画/冒险][Blu-Ray][720P][附件中英字幕]
	
150	[美国][2016][关灯后/切勿关灯(港)/鬼关灯(台)/关灯以后/关灯有鬼][Lights.Out.2016.BluRay.720p.x264.AC3-CMCT][恐怖][Blu-Ray][720P][自带中英字幕]
	
245	[大陆][2016][长江图][Crosscurrent.2016.WEB-DL.1080p.H264.AAC-BiTV][秦昊][剧情/爱情][WEB-DL][1080P][自带中英字幕]
	
251	[日本][2016][蜡笔小新:梦境世界大突击/蜡笔小新:瞓啦！早唞早著梦作战(港)/蜡笔小新:爆睡！梦世界大作战(台)][Crayon.Shin-chan.Fast.Asleep.Dreaming.World.Big.Assault.2016.BluRay.1080p.HEVC.AAC-NYHD][喜剧/动画][Blu-Ray][1080P][暂无字幕]
	
58	[英国][2015][化妆师][The.Dresser.2015.1080p.WEB-DL.DD5.1.H264-FGT][Anthony Hopkins/Ian McKellen][剧情][WEB-DL][1080P][附件中英字幕]
	
546	[大陆][2016][爵迹][Legend.of.Ravaging.Dynasties.WEB-DL.4K.H264.DD5.1-HDCTV][web-dl的4K带三条音轨][奇幻/动画][WEB-DL][4K][自带中英字幕]
	
358	[大陆][2016][微微一笑很倾城][ZJTV.Love.O2O.2016.720p.HDTV.x264-CMCTV][爱情][HDTV][720P][自带中英字幕]
	
733	[大陆][2016][爵迹][L.O.R.D-Legend.Of.Ravaging.Dynasties.2016.WEB-DL.1080p.H264.AC3-npuer][范冰冰/吴亦凡/陈学冬][剧情][WEB-DL][1080P][自带中文字幕]
	
30	[美国][2016][金钱疑案][Money.2016.720p.BluRay.DTS.x264-EPiC][惊悚/犯罪][Blu-Ray][720P][暂无字幕]
	
1025	[美国][2016][机械师2:复活/秒速杀机2(港)/极速秒杀2(台)/机械师2][Mechanic.Resurrection.2016.720p.BluRay.x264.DD5.1-HDChina][杰森·斯坦森/杰西卡·阿尔芭][动作/犯罪][Blu-Ray][720P][附件中英字幕]
	
8	[美国][2016][养女基里][The.Great.Gilly.Hopkins.2016.1080p.BluRay.H264.AAC-RARBG][凯西·贝茨/苏菲·奈丽丝][剧情/喜剧/家庭][Blu-Ray][1080P][暂无字幕]
	
314	[美国][2016][赴汤蹈火][Hell.or.High.Water.2016.720p.BluRay.x264.DTS-HDChina][剧情/犯罪][Blu-Ray][720P][自带英文字幕]
	
47	[美国][2016][久保与二弦琴/魔弦传说/酷宝:魔弦传说(台)/捉妖敢死队(港)/久保与二胡][Kubo.And.The.Two.Strings.2016.1080p.BluRay.x264-GECKOS][动画/冒险][Blu-Ray][1080P][暂无字幕]
	
180	[印度][2016][苏丹/摔跤手苏丹][Sultan.2016.BluRay.720p.DD5.1.x264-HDH][剧情/动作/爱情][Blu-Ray][720P][自带中英字幕]
	
154	[美国][2016][印第安纳波利斯号:勇者无惧][USS.Indianapolis.Men.of.Courage.2016.1080p.WEB-DL.AAC2.0.H264-FGT][尼古拉斯·凯奇/汤姆·塞兹摩尔][动作/战争][WEB-DL][1080P][附件中文字幕]
	
85	[美国][2016][愤怒/青春躁郁][Indignation.2016.720p.BluRay.iPad.AAC.x264-OnlyHD][剧情][Blu-Ray][720P][自带中文字幕]
	
132	[美国][2007][美食总动员/料理鼠王(台)][Ratatouille.2007.720p.BluRay.iPad.AAC.x264-OnlyHD][喜剧/奇幻/动画][Blu-Ray][720P][自带中英字幕]
	
108	[法国][1995][地下/没有天空的都市][Underground.1995.1080p.BluRay.x264.AAC-iHD][剧情/喜剧/战争][Blu-Ray][1080P][自带中文字幕]
	
116	[美国][2016][屏住呼吸/禁室杀戮(港)/别呼吸(台)][Dont.Breathe.2016.1080p.WEB-DL.DD5.1.H264-FGT][史蒂芬·朗/简·拉维][恐怖/惊悚/犯罪][WEB-DL][1080P][附件中英字幕]
	
110	[美国][2016][赴汤蹈火][Hell.or.High.Water.2016.1080p.WEB-DL.DD5.1.H264-FGT][剧情/犯罪/西部][WEB-DL][1080P][自带英文字幕]
	
99	[美国][2016][久保与二弦琴/魔弦传说/酷宝:魔弦传说(台)/捉妖敢死队(港)/久保与二胡][Kubo.and.the.Two.Strings.2016.1080p.WEB-DL.DD5.1.H264-FGT][动画/冒险][WEB-DL][1080P][附件中英字幕]
	
67	[美国][2016][零日/零日网路战(台)][Zero.Days.2016.Bluray.Remux.1080p.AVC.DTS-HD.MA.5.1-BYRHD][纪录][REMUX][1080P][暂无字幕]
	
208	[美国][2016][爱宠大机密/Pet Pet当家(港)/宠物当家(台)][The.Secret.Life.of.Pets.2016.720p.BluRay.x264-WiKi][国粤台英四音轨/内封陆台港字幕][喜剧/动画][Blu-Ray][720P][自带中文字幕]
	
693	[大陆][2016][我们的十年][Days.Of.Our.Own.2016.WEB-DL.1080p.H264.AAC-SF][赵丽颖/乔任梁/吴映洁][剧情/爱情][WEB-DL][1080P][自带中文字幕]
	
205	[法国][2016][她][Elle.2016.BluRay.720p.x264.DTS-VietHD][剧情/惊悚][Blu-Ray][720P][暂无字幕]
	
696	[美国][2016][机械师2:复活/秒速杀机2(港)/极速秒杀2(台)/机械师2][Mechanic.Resurrection.2016.1080p.WEB-DL.AAC2.0.H264-FGT][杰森·斯坦森/杰西卡·阿尔芭][动作/犯罪][WEB-DL][1080P][附件中英字幕]
	
857	[美国][2016][谍影重重5/叛谍追击5:身份重启(港)/神鬼认证:杰森·伯恩(台)][Jason.Bourne.2016.1080p.WEB-DL.DD5.1.H264-FGT][马特·达蒙/汤米·李·琼斯/艾丽西亚·维坎德/文森特·卡索/朱丽娅·斯蒂尔斯][动作/惊悚/悬疑][WEB-DL][1080P][附件中英字幕]
	
52	[法国][2016][无辜者][The.Innocents.2016.BluRay.720p.DTS.x264-HDH][剧情][Blu-Ray][720P][自带中文字幕]
	
174	[大陆][2014][最佳嫌疑人][CCTV6HD.The.Suspicious.2014.HDTV.iPad.720p.x264.AAC-NYPAD][苏有朋/陈乔恩/林俊贤][喜剧/爱情/悬疑][HDTV][720P][自带中英字幕]
	
86	[美国][2016][爱宠大机密/Pet Pet当家(港)/宠物当家(台)/宠物的秘密生活][The.Secret.Life.of.Pets.2016.1080p.BluRay.x264-SPARKS][喜剧/动画][Blu-Ray][1080P][自带英文字幕]
	
810	[大陆][2016][王牌逗王牌/偷天特务(港)/盗中盗/爱上贼中贼][Mission.Milano.2016.WEB-DL.1080p.H264.AAC2.0-PureTV][刘德华/黄晓明/王祖蓝][喜剧/动作/冒险][WEB-DL][1080P][自带中文字幕]
	
59	[1995][三轮车夫][Cyclo.1995.NTSC.DVD.x264-SDvB][梁朝伟][剧情/动作/犯罪][DVD][附件中文字幕]
	
68	[2016][胡丽叶塔/沉默茱丽叶(台)/胡莉糊涛(港)/无声无息/朱丽叶的悲伤夜][Julieta.2016.720p.BluRay.DD5.1.x264-VietHD][剧情][Blu-Ray][720P][附件中文字幕]
	
21	[美国][2014][无惧神明/黑街亡徒][By.the.Gun.2014.BluRay.1080p.iPad.AAC.x264-HDHPad][剧情/惊悚/犯罪][Blu-Ray][1080P][自带中文字幕]
	
55	[印度][2016][伊尔凡·汗][Madaari.2016.BluRay.ipad.1080P.x264.AAC-HDHpad][动作/惊悚/犯罪/冒险][Blu-Ray][1080P][暂无字幕]
	
232	[大陆][2016][六弄咖啡馆][At.Cafe.6.2016.WEB-DL.1080p.H264.AAC2.0-PureTV][剧情/爱情][WEB-DL][1080P][自带中文字幕]
	
408	[美国][2016][海底总动员2:多莉去哪儿][Finding.Dory.2016.720p.BluRay.iPad.AAC.x264-OnlyHD][喜剧/动画/冒险][Blu-Ray][720P][自带中英字幕]
	
260	[美国][2008][杀手没有假期/在布鲁日][In.Bruges.2008.720p.Hybrid.BluRay.iPad.AAC.x264-OnlyHD][剧情/喜剧/犯罪][Blu-Ray][720P][自带中英字幕]
	
89	[香港][2014][男人不可以穷][Golden.Brother.2014.720p.BluRay.DD5.1.2Audio.x264-HDS][剧情/家庭/爱情][Blu-Ray][720P][自带中文字幕]
	
653	[大陆][2016][王牌逗王牌/偷天特务(港)/盗中盗/爱上贼中贼][Mission.Milano.2016.1080p.WEB-DL.x264.AAC-SeeHD][刘德华/黄晓明/王祖蓝/胡然/欧阳娜娜][喜剧/动作/冒险][WEB-DL][1080P][自带中文字幕]
	
178	[大陆][2012][搞定岳父大人][Meet.The.In.Laws.2012.HDTV.iPad.720p.AAC.x264-HDSPad][徐峥/许绍雄/林鹏][喜剧/家庭/爱情][HDTV][720P][自带中文字幕]
	
140	[香港][1992][新龙门客栈][New.Dragon.Gate.Inn.1992.HDTV.iPad.720p.AAC.x264-HDSPad][张曼玉/林青霞/梁家辉][剧情/动作][HDTV][720P][自带中文字幕]
	
118	[香港][2016][暗色天堂][Heaven.in.the.Dark.2016.720p.BluRay.x264-WiKi][剧情][Blu-Ray][720P][自带中文字幕]
	
107	[台湾][2016][六弄咖啡馆][At.Cafe.6.2016.4K.2160p.WEB-DL.x264.AAC-SeeHD][董子健][剧情/爱情][WEB-DL][4K][无需字幕]
	
144	[美国][2016][统治权][Imperium.2016.720p.BluRay.iPad.AAC.x264-OnlyHD][剧情/惊悚/犯罪][Blu-Ray][720P][自带中英字幕]
	
	
	
78	[美国][2016][绝对控制][I.T.2016.BluRay.720p.DTS.x264-MTeam][剧情/犯罪/悬疑][Blu-Ray][720P][暂无字幕]
	
299	[大陆][2016][百鸟朝凤][CCTV6HD.Sone.of.the.Phoenix.2016.720p.HDTV.x264-CMCTV][剧情][HDTV][720P][自带中文字幕]
	
608	[大陆][2016][使徒行者][Line.Walker.2016.720p.BluRay.iPad.2Audios.x264-OnlyHD][张家辉/古天乐/吴镇宇][剧情/动作/犯罪][Blu-Ray][720P][自带中英字幕]
	
172	[日本][2016][太阳][The.Sun.2016.720p.BluRay.iPad.AAC.x264-OnlyHD][科幻][Blu-Ray][720P][自带中文字幕]
	
295	[美国][2014][布达佩斯大饭店/布达佩斯大酒店(港)][The.Grand.Budapest.Hotel.2014.720p.BluRay.iPad.AAC.x264-OnlyHD][剧情/喜剧][Blu-Ray][720P][自带中英字幕]
	
140	[美国][2001][救世主/平行歼灭战/宇宙追缉令/最后一强][The.One.2001.BluRay.720p.iPad.AAC.x264-OnlyHD][李连杰/戴尔里·林多/卡拉·古奇诺][动作/惊悚/科幻][Blu-Ray][720P][自带中英字幕]
	
39	[大陆][2016][魔宫魅影][Phantom.of.the.Theatre.2016.1080p.BluRay.x264-WiKi][林心如/杨祐宁/任达华][剧情/惊悚/爱情][Blu-Ray][1080P][自带中文字幕]
	
235	[大陆][2000][卧虎藏龙][Crouching.Tiger.Hidden.Dragon.2000.720p.BluRay.iPad.AAC.x264-OnlyHD][周润发/杨紫琼/章子怡][剧情/动作/爱情][Blu-Ray][720P][自带中英字幕]
	
105	[美国][2016][愤怒/青春躁郁][Indignation.2016.BluRay.720p.DTS.x264-MTeam][剧情][Blu-Ray][720P][自带英文字幕]
	
3327	[大陆][2016][七月与安生][SoulMate.2016.WEB-DL.1080p.H264.AAC-npuer][周冬雨/马思纯/李程彬][剧情/爱情][WEB-DL][1080P][自带中文字幕]
	
861	[大陆][2016][反贪风暴2/Z风暴2][S.Storm.2016.WEB-DL.1080p.H264.AAC-npuer][剧情/犯罪][WEB-DL][1080P][自带中文字幕]
	
90	[2014][海洋之歌][Song.of.the.Sea.2014.BluRay.1080p.x265.10bit.MNHD-FRDS][剧情/奇幻/动画][Blu-Ray][1080P][自带中英字幕]
	
182	[美国][2005][傲慢与偏见][Pride.and.Prejudice.2005.BluRay.1080p.x265.10bit.MNHD-FRDS][剧情][Blu-Ray][1080P][自带中英字幕]
	
54	[日本][1959][广岛之恋][Hiroshima.Mon.Amour.1959.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS][喜剧/爱情/战争][Blu-Ray][1080P][自带中英字幕]
	
434	[美国][2016][海底总动员2:多莉去哪儿/海底总动员2:寻找多莉/寻找多莉/海底奇兵2(港)][Finding.Dory.2016.720p.BluRay.x264.DTS-HDChina][喜剧/家庭/动画/冒险][Blu-Ray][720P][自带英文字幕]
	
559	[美国][2016][星际迷航3:超越星辰/星空奇遇记13:超域时空(港)][Star.Trek.Beyond.2016.720p.BluRay.iPad.AAC.x264-OnlyHD][动作/科幻/冒险][Blu-Ray][720P][自带中英字幕]
	
18	[2014][神/神之手/心脏移植医生/GODS][Bogowie.2014.BluRay.720p.x264.AC3-CMCT][剧情/传记][Blu-Ray][720P][自带中英字幕]
	
36	[2013][绝美之城/罗马浮世绘(港)][La.Grande.Bellezza.2013.BluRay.1080p.x265.10bit.MNHD-FRDS][剧情/喜剧][Blu-Ray][1080P][自带中英字幕]
	
12	[法国][2015][明天/自己地球自己救(港)][Demain.2015.720p.BluRay.DTS.x264-EPiC][纪录][Blu-Ray][720P]
	
2059	[大陆][2016][追凶者也/吊水岩杀人事件/边城凶案][Cock.and.Bull.2016.1080p.WEB-DL.x264.AAC-HQC][刘烨/张译/王子文][剧情/喜剧/犯罪][WEB-DL][1080P][自带中英字幕]
	
324	[大陆][2016][寒战2][Cold.War.II.2016.720p.Blu-ray.iPad.2Audios.x264-HDApad][郭富城/梁家辉/杨采妮][剧情/动作/犯罪][Blu-Ray][720P][自带中英字幕]
	
