downloadcount	movie
	
1420	[美国][2011][绿灯侠/绿光战警(台) 加长版][Green.Lantern.2011.EXTENDED.720p.Bluray.x264-MHD][动作/犯罪/科幻][720P][帖内中英字幕]
	
653	[美国][1966][虎口脱险][La.Grande.Vadrouille.1966.BluRay.X264.4Audio.AAC.720p.SDHF-NORMTEAM][布尔维尔][喜剧/战争][720P][中文字幕]
	
3498	[美国][1994][肖申克的救赎][The Shawshank Redemption][摩根·弗里曼 /蒂姆·罗宾斯][剧情/纪录][HD-DVDRip][中英字幕]
	
289	[美国][2011][豆瓣Top250][TLF][MiniSD]
	
3269	[美国][2011][生命之树/永生树(台)/生命树(港)][The.Tree.of.Life.2011.720p.BluRay.x264.DTS-WiKi][布拉德·皮特/西恩·潘][科幻][720P][帖内中英字幕]
	
135	[美国][2005][放牛班的春天-儿童唱诗班现场演唱会][Les.Choristes.En.Concert][暂无字幕]
	
9	[美国][2010][阿凡达 加长收藏三碟版][Avatar.2010.Extended.Collectors.Edition.1080p.Blu-ray.AVC.DTS-HD.MA.5.1-HDRoad][萨姆·沃辛顿][动作/科幻][1080P][中英字幕]
	
27	[美国][1977][1977-1983][ Star.Wars.1977-1983.BluRay.720p.DTS-ES.2Audio.x264-CHD][星球大战4-6][科幻][720P][帖内中英字幕]
	
1055	[美国][2011][X战警第一战][X-Men.First.Class][詹姆斯·麦卡沃伊][科幻][720P][中英字幕]
	
112	[美国][1999][1999-2005][Star.Wars.1999-2005.BluRay.720p.DTS-ES.2Audio.x264-CHD][星球大战前传1-3][动作/科幻][720P][暂无字幕]
	
6432	[美国][2010][下女 韩版色戒][The.Housemaid.2010.720p.Blu-ray.DTS.PGS.x264-HiS@beAst][全度妍][720P][中文字幕]
	
600	[美国][2008][穿条纹睡衣的男孩][The.Boy.In.The.Striped.Pyjamas.2008.BDRip.X264-BMDruCHinYaN][阿沙·巴特菲尔德][剧情/战争][BDRip][中英字幕]
	
507	[美国][2007][太阳照常升起][The.Sun.Also.Rises.2007.720p.HDTV.x264.AC3-CHDTV][姜文][720P][中文字幕]
	
1454	[美国][2008][叫我第一名][Front.of.the.Class.2008.HDTV.MiniSD-TLF][詹姆斯沃克][剧情/传记][MiniSD][中文字幕]
	
634	[美国][1976][出租车司机][Taxi DriverHR-HDTV.AC3.1024x554.x264][罗伯特·德尼罗/沙比尔·沙博德][剧情/犯罪][720P][中英字幕]
	
1134	[美国][加勒比海盗四部曲][Pirates of the Caribbean Ⅰ Ⅱ Ⅲ Ⅳ ][喜剧/动作][MiniSD][中文字幕]
	
269	[美国][2006][硫磺岛家书/硫磺岛来信/来自硫磺岛的信][Letters.From.Iwo.Jima.2006.720p.BluRay.x264-EbP][休·杰克曼][剧情/战争][720P][帖内中文字幕]
	
1126	[美国][2010][潜伏/阴儿房][Insidious.2010.BluRay.720p.AC3.x264-CnSCG][恐怖][720P][中英字幕]
	
1433	[大陆][2010][岁月神偷(国粤双语)][Echoes.Of.The.Rainbow.2010.720p.BluRay.x264.AC3-SCG][吴君如/任达华/钟绍图][剧情/爱情][720P][中文字幕]
	
1792	[美国][1998][两杆大烟枪][Lock.Stock.and.Two.Smoking.Barrels.1998.BluRay.720p.x264.AC3-WOFEI][杰森·弗莱明/德克斯特·弗莱彻][喜剧/犯罪][720P][中英字幕]
	
1595	[大陆][1997][有话好好说(数码修复)][Keep Cool][赵本山 葛优 姜文][喜剧][中文字幕]
	
441	[美国][2008][洋葱电影][The Onion Movie 2008 720p HDTV x264-DNL][喜剧][720P][帖内中文字幕]
	
959	[美国][2004][帝国的毁灭][Der.Untergang.2004.Bluray.720p.x264.AC3-CMCT.][布鲁诺·冈茨][剧情/战争][720P][中英字幕]
	
407	[日本][1953][东京物语][Tokyo.Story.1953.DVDRip.XviD-FRAGMENT][笠智众/原节子][剧情][DVDRip][中英字幕]
	
146	[美国][2011][火线警告前传:萨姆的堕落][Burn.Notice.The.Fall.of.Sam.Axe.2011.720p.BluRay.x264.DTS-WiKi][布鲁斯·坎贝尔][剧情/犯罪][720P][帖内中文字幕]
	
5482	[美国][2011][源代码/危机解密(港)/启动原始码(台)][Source.Code.REPACK.720p.Bluray.x264-MHD][科幻][720P][帖内中英字幕]
	
589	[美国][2001][2001-2003][The.Lord.of.the.Rings.The.Motion.Picture.Trilogy.Extended.Edition.2001-2003.Blu-ray.720p.DTS-ES.x264][魔戒/指环王三部曲.蓝光加长版][动作][720P][帖内中英字幕]
	
1884	[美国][2006][2006/2009][Night.At.The.Museum.I.II.BluRay.720p.x264.AC3-CMCT][博物馆惊魂夜/博物馆奇妙夜/博物馆之夜  1/2合集][喜剧/动作][720P][中文字幕]
	
1680	[日本][1998][1998-2000][The.Ring.1998-2000.DVDRip][午夜凶铃系列.四部全.日版][恐怖][DVDRip][中文字幕]
	
3144	[美国][1994][这个杀手不太冷][Léon][让·雷诺 娜塔莉·波特曼][剧情/犯罪][720P][中英字幕]
	
784	[美国][2011][IMDBTop50高清WIKI合集][IMDB.Top50.Pack.720p.BluRay.x264.DTS-WiKi][剧情/动作/科幻/动画/其他][720P]
	
	
	
555	[美国][2005][伊丽莎白镇][Elizabethtown.2005.HDRip.XviD-TLF][奥兰多·布鲁姆/克尔斯汀·邓斯特][剧情/喜剧/爱情][HDTVRip]
	
1853	[大陆][2002][蓝色大门/蓝色夏恋][Blue.Gate.Crossing.2002.DVDRip.X264.AC3][陈柏霖/桂纶镁/梁淑慧][剧情/爱情][DVDRip][中文字幕]
	
690	[美国][2001][我是山姆][I.Am.Sam.2001.BD.MiniSD-TLF][西恩·潘/米歇尔·菲佛][剧情][MiniSD][中文字幕]
	
470	[美国][2007][夺命手术][Awake][海登·克里斯滕森    杰西卡·艾尔芭 ][剧情][HR-HDTV]
	
901	[美国][2002][幽灵船][Ghost.Ship.2002.HR-HDTV.AC3.1024X576.x264-人人影视制][剧情/恐怖][HR-HDTV][中英字幕]
	
82	[美国][2008][X档案II:我要相信][The X Files I Want To Believe 2008 Extended Cut Blu-ray DTS-HD MA 5.1 2Audio x264-liangbin@beAst][David Duchovny ][剧情/科幻][1080P][帖内中文字幕]
	
133	[美国][2011][火星救母记/火星人要妈妈][Mars.Needs.Moms.2011.R5.XViD.AC3-IMAGiNE][赛斯·格林/丹·福勒][喜剧/科幻/动画][R5][暂无字幕]
	
213	[美国][2001][魔戒/指环王三部曲(蓝光加长版)][The.Lord.of.the.Rings.The.Motion.Picture.Trilogy.Extended.Editions.2001-2003.720p.BluRay.x264.DTS-Wi][动作][Blu-Ray][720P][附件中文字幕]
	
26	[美国][1993][1993-2010][Leonardo DiCaprio 720p Movies PACK][莱昂纳多·迪卡普里奥720p高清电影合集][720P][中英字幕]
	
391	[美国][1996][1996/2000/2006][Mission.Impossible.Collection.1996-2006.BDRip.x264.2AAC.miniSD-TLF][碟中碟三部曲][动作][MiniSD][中英字幕]
	
296	[美国][2011][大到不能倒/大而不倒/护大政策][Too.Big.to.Fail.2011.720p.HDTV.x264-MOMENTUM][BDRip][剧情][720P][暂无字幕]
	
841	[美国][2007][2007-2010][精英部队I II合集][Tropa.De.Elite.I.II.2007-2010.BluRay.720p.x264.AC3][剧情/动作/犯罪][720P][中文字幕]
	
1216	[美国][2008][刺客联盟][Wanted.2008.BluRay.720p.x264.AC3-WOFEI][安吉丽娜·朱莉][剧情/动作][720P][中英字幕]
	
734	[美国][2006][汽车总动员][Cars.2006.HR-HDTV.AC3.1024X576.x264-YYETS][动画][HR-HDTV][中文字幕]
	
204	[美国][1961][珠光宝气/蒂凡尼的早餐/第凡内早餐][Breakfast.at.Tiffanys.1961.720p.HDTV.DD5.1.x264-CtrlHD][奥黛丽·赫本][剧情/喜剧][720P][帖内中文字幕]
	
554	[美国][2006][潘神的迷宫][Pan's.Labyrinth.2006.HDTV.MiniSD-TLF][ 塞吉·洛佩兹 玛丽贝尔· 瓦度 伊万娜·巴克罗][剧情][MiniSD][中文字幕]
	
192	[美国][1959][热情似火][Some.Like.It.Hot.1959.HDTV.MiniSD-TLF][玛丽莲.梦露][剧情][MiniSD][中文字幕]
	
1979	[美国][1999][搏击俱乐部][Fight.Club.1999.BDRip.X264-TLF][爱德华·诺顿][剧情][BDRip][中英字幕]
	
1583	[美国][2008][未知死亡][Ghajini.2008.BD.MiniSD-mFANS][阿米尔·汗][剧情/动作/爱情][MiniSD][中文字幕]
	
258	[美国][2010][祈祷和恋爱][Eat.Pray.Love.2010.DC.BDRip.X264.iNT-TLF][朱莉娅·罗伯茨][剧情/爱情][BDRip][中文字幕]
	
3112	[美国][2001][美丽心灵][A.Beautiful.Mind.2001.BluRay.720P.x264.DTS-cGz][拉塞尔·克罗][剧情][720P][中英字幕]
	
1291	[美国][1995][教室别恋][All Things Fair][约翰·威德伯格 / 马莉卡·劳伦丝][剧情/爱情][DVDRip][帖内中文字幕]
	
3892	[美国][1999][1999-2010][American.Pie.Packs.1999-2010.TLF-minisd][美国派1-9][MiniSD][中文字幕]
	
964	[美国][2001][美丽心灵][A.Beautiful.Mind.2001.Blu-ray.x264.AAC.MiniSD-cGz][拉塞尔·克罗][剧情][MiniSD][中英字幕]
	
2927	[美国][2009][忠犬八公的故事][Hachiko.A.Dog's.Story.2009.BluRay.720p.x264.AC3-CMCT][理查·基尔][剧情][720P][中英字幕]
	
783	[美国][2000][2000-2009][X-men.Collection.2000-2009.BD.MiniSD-TLF][X战警系列合集][动作/科幻][MiniSD][中英字幕]
	
1054	[日本][2006][雏菊-导演剪辑版][Daisy.2006.DC.XviD.DTS-AC3.2AUDIO.3CD-WAF][全智贤/郑宇成][爱情][DVDRip][中英字幕]
	
854	[美国][1991][美女与野兽][Beauty.And.The.Beast.1991.Bluray.720p.x264.AC3-CnSCG][佩姬·奥哈拉][爱情/动画/音乐][720P][中英字幕]
	
2074	[美国][2003][风雨哈佛路][Homeless.To.Harvard.2003.STV.DVDRip.XViD-IHQDR][剧情][DVDRip][中文字幕]
	
473	[美国][2001][红磨坊.][Moulin.Rouge.2001.HR-HDTV.AC3.1024X576.X264-yyets][妮可·基德曼][剧情/爱情][HR-HDTV][中文字幕]
	
2324	[美国][2011][机械师/极速秒杀][The.Mechanic.2011.BluRay.720p.x264.AC3-CnSCG][杰森·斯坦森][剧情/动作][720P][中英字幕]
	
2014	[大陆][2005][杀破狼][Saat.Po.Long.2005.Bluray.720P.AC3.2Audio.MiniHD-TLF][甄子丹/洪金宝][动作][720P][中文字幕]
	
1515	[美国][2009][宿醉][The.Hangover.UNRATED.2009.HR-HDTV.AC3.1024X576.x264-人人影视制作][布莱德利·库珀][喜剧][HR-HDTV][中英字幕]
	
99	[美国][1929][1929-2011][Academy Award for Best Picture Collect][历届奥斯卡最佳电影(第1届~第83届)][中英字幕]
	
800	[美国][2004][歌剧魅影][The.Phantom.Of.The.Opera.2004.BDRip.X264-TLF][杰拉德·巴特勒/埃米·罗森/帕特里克·威尔森][剧情/爱情][BDRip][中英字幕]
	
2333	[美国][2007][迷雾][The.Mist.2007.BDRip.X264-TLF][汤姆斯·简][剧情/恐怖/科幻][BDRip][中文字幕]
	
1650	[日本][2010][我的暴龙老爸/你看起来很好吃/你看起来好像很好吃][You.Are.Umasou.2010.JAP.DVDRip.XviD-BeFRee][剧情/动画][DVDRip][帖内中文字幕]
	
2453	[美国][2005][万能钥匙][The.Skeleton.Key.万能钥匙.双语字幕.HR-HDTV.AC3.960X528.x264-人人影视制作][约翰·赫特][剧情/爱情/恐怖][HR-HDTV][中英字幕]
	
318	[美国][2011][小羊肖恩/超级无敌羊咩咩][Shaun the Sheep The Big Chase 2011 DVDRiP XViD-WBZ][喜剧/动画][DVDRip][暂无字幕]
	
123	[美国][2010][等到永远][Waiting.For.Forever.2010.LiMITED.DVDrip.XviD-DEPRAViTY][剧情/爱情][DVDRip][暂无字幕]
	
2842	[大陆][1994][阳光灿烂的日子][In.The.Heart.of.The.Sun.CD2.1994.DVDRip.DivxLYmdGyfer][夏雨/宁静/耿乐][剧情][DVDRip][中文字幕]
	
538	[美国][1957][第七封印][The.Seventh.Seal.1957.BD.CC.MiniSD-TLF][英格玛·伯格曼作品CC版][剧情][MiniSD][中文字幕]
	
3479	[美国][1994][阿甘正传][Forrest.Gump.1994.BDRip.X264.iNT-TLF][汤姆·汉克斯罗宾·莱特·潘][剧情/喜剧/爱情][BDRip][中英字幕]
	
602	[美国][2002][毁灭之路][Road.to.Perdition.2002.BDRip.x264.DTS.2AUDIO-WAF][汤姆汉克斯][剧情/犯罪][DVDRip][中文字幕]
	
1235	[美国][2000][美国精神病人/美国惊魂记/美色杀人狂][American.Psycho.2000.BluRay.720p.x264.AC3-CMCT][克里斯蒂安·贝尔][剧情/犯罪][720P][中英字幕]
	
961	[美国][2004][2004-2010][Saw..BD1080p.X264.AAC.HALFCD-NORM][电锯惊魂1-7合集][恐怖/犯罪][HalfCD][中英字幕]
	
2341	[大陆][2007][盲山/回家路(未删减版)][Blind.Mountain.Uncut.2007.DVDRip.X264.AC3-dolphin][剧情][DVDRip][中文字幕]
	
3853	[大陆][2011][单身男女][Dont.Go.Breaking.My.Heart.2011.DVDScr.XviD-ZJM][高圆圆][爱情][DVDSCR][中文字幕]
	
1753	[美国][1997][异次元杀阵/立方体/心慌方][Cube.1997.HR-HDTV.AC3.1024X576.X264-人人影视制作][剧情/恐怖/科幻][HR-HDTV][中英字幕]
	
1511	[美国][2004][僵尸肖恩][Shaun.Of.The.Dead.2004.HR-HDTV.AC3.1024X576.x264-人人影视制][喜剧/爱情/恐怖][HR-HDTV][中英字幕]
	
	
	
317	[美国][1999][星球大战1][Star.Wars.Episode.1.The.Phantom.Menace.1999.HR-HDTV.AC3.1024X576.x264][塞缪尔·杰克逊/乔治·卢卡斯/伊万·麦格雷戈 ][动作/科幻][HR-HDTV][中英字幕]
	
582	[美国][2010][舞出我人生3][Step.Up.3.2010.舞出我人生3.双语字幕.HR-HDTV.AC3.1024X544.X264-人人影视制作][瑞奇·马兰博瑞/沙妮·文森][剧情/爱情/音乐][HR-HDTV][中英字幕]
	
1249	[美国][2007][地球上的星星][Taare.Zameen.Par.2007.BD.MiniSD-TLF][阿米尔·汗][剧情][BDRip][中文字幕]
	
2568	[美国][1998][楚门的世界][The.Truman.Show.1998.BDRip.X264.iNT-TLF][剧情/喜剧/科幻][BDRip][中英字幕]
	
717	[美国][2005][艺伎回忆录][Memoirs.of.a.Geisha.HR-HDTV.AC3.1024X576.X264-人人影视制作][章子怡/巩俐/杨紫琼][爱情][HR-HDTV][中英字幕]
	
1071	[大陆][2000][一一][Yi.Yi.2000.BD.MiniSD-TLF][剧情/爱情/音乐][MiniSD][中文字幕]
	
1094	[日本][2010][花水木][Hanamizuki][生田斗真/新垣结衣][剧情][HR-HDTV][中文字幕]
	
424	[法国][2008][法国舞男/巴黎男人香/女嫖客][A.French.Gigolo.2008.DVDRip.XviD-FRAGMENT][纳塔莉·贝伊][剧情/爱情][DVDRip][中文字幕]
	
1468	[美国][2010][黑天鹅][Black.Swan.2010.HR-HDTV.AC3.1024X576.X264-人人影视制作][娜塔莉·波特曼][剧情][HR-HDTV][中英字幕]
	
421	[美国][2000][爱国者][The.Patriot.2000.BluRay.720p.x264.AC3-CMCT][梅尔·吉布森][剧情/动作/战争][BDRip][中英字幕]
	
767	[美国][1980][闪灵][The.Shining.US.DC.1980.BluRay.720p.x264.AC3-CMCT][杰克·尼科尔森 Jack Nicholson  ....Jack Torrance][恐怖][720P][中英字幕]
	
1586	[美国][2010][爱情与灵药/爱上医药代表/爱以及其他上瘾的药/爱情药不药/爱情恋上瘾][Love.And.Other.Drugs.2010.BD.MiniSD-TLF][杰克·吉伦哈尔/安妮·海瑟薇][剧情/爱情][MiniSD][中英字幕]
	
445	[美国][2004][华氏911][Fahrenheit.911.2004.DVDrip.XviD.AC3.5.1CH.CD1-WA][乔治·沃克·布什][DVDRip]
	
720	[美国][1953][罗马假日/罗马假期/金枝玉叶][Roman.Holiday.1953.720p.HDTV.DD2.0.x264-DON][IMDB TOP250补全计划NO.234][剧情/喜剧/爱情][HDTV][720P][暂无字幕]
	
1832	[日本][2010][告白][Confessions.2010.JAP.DVDRip.x264.AC3-BAUM][松隆子/冈田将生/木村佳乃/西井幸人/桥本爱/芦田爱菜][剧情][DVDRip][中文字幕]
	
1759	[美国][2001][2001-2003][Legally Blonde1&2][律政俏佳人1&2][喜剧][HD-DVDRip][中文字幕]
	
656	[美国][1989][当哈利遇到萨莉][When.Harry.Met.Sally.1989.DVDRip.AC3-ACE][梅格·瑞恩/比利·克里斯托][喜剧][DVDRip][中英字幕]
	
2307	[美国][2010][我唾弃你的坟墓][I.Spit.on.Your.Grave.UNRATED.2010.720p.BluRay.x264-WiKi][恐怖/犯罪][720P][帖内中文字幕]
	
1782	[美国][1995][云上的日子][Beyond.The.Clouds.1995.XviD.AC3-WAF][苏菲玛索][爱情][DVDRip][中英字幕]
	
88	[美国][2007][塔拉星球之战][Terra.2007.CN.DVDRip.Xvid-XTM][伊万·蕾切尔·伍德][科幻/动画][DVDRip][暂无字幕]
	
1175	[美国][2006][寂静岭][Silent.Hill.2006.BDRip.X264-TLF][肖恩·宾/艾丽斯·克里奇][剧情/恐怖][BDRip][中英字幕]
	
635	[美国][2010][魔鬼经济学/怪诞经济学][Freakonomics.2010.DVDRip.XviD-TASTE][Zoe Sloane][纪录][DVDRip][英文字幕]
	
2130	[美国][1991][1991-2007][沉默的羔羊I II III IV合集][The.Silence.of.the.Lambs.1991-2007.BD.MiniSD-TLF][犯罪][MiniSD][中英字幕]
	
2696	[美国][2009][其实你不懂他的心/他其实没那么喜欢你(台)/收错爱情风(港)][Hes.Just.Not.That.Into.You.2009.BluRay.720p.x264.AC3-WOFEI][斯嘉丽·约翰逊/詹妮弗·安妮斯顿][剧情/喜剧/爱情][720P][中英字幕]
	
249	[美国][2000][海滩/迷离沙滩][The.Beach.2000.HDRip.XviD-TLF][Leonardo DiCaprio][剧情][HDTVRip][帖内中英字幕]
	
172	[美国][1970][虎虎虎][Tora.Tora.Tora][约瑟夫·科顿][剧情/战争][HalfCD][中英字幕]
	
2797	[泰国][2010][First.Love.2010.DVDRip.x264.AC35.1.iNT-cGz][初恋这件小事][喜剧][DVDRip][中文字幕]
	
3210	[美国][2006][当幸福来敲门][The Pursuit of Happiness][威尔·史密斯][传记][BDRip][中英字幕]
	
2167	[大陆][1998][天浴][Xiu.XiuThe.Sent.Down.Girl.1998.SUBBED.DVDRiP.XviD-WRD][李小璐][剧情][DVDRip][中英字幕]
	
483	[美国][2010][别让我走/千万别丢下我][Never.Let.Me.Go.2010.BluRay.720p.x264.AC3-CMCT][凯瑞·穆丽根/凯拉·奈特莉][剧情/爱情][720P][中文字幕]
	
2740	[日本][2010][婚纱/结婚礼服][WeddWedding.Dress.DVDRip.XviD-BiFOS][宋允儿/金香奇][剧情][DVDRip][中文字幕]
	
972	[美国][1997][心火][Firelight.1997.DVDRip.XviD.AC3-MMH][苏菲玛索][剧情/爱情][DVDRip][中文字幕]
	
4487	[美国][2010][盗梦空间/潜行凶间(港)/全面启动(台)/奠基/心灵犯案][Inception.2010.REPACK.BluRay.2Audio.MiniSD-TLF][莱昂纳多·迪卡普里奥][剧情/科幻][MiniSD][中英字幕]
	
421	[美国][1987][十诫][The.Decalogue.1987.10D5.MiniSD-TLF][剧情][MiniSD][中文字幕]
	
626	[美国][2010][活埋][Buried.2010.BluRay.720p.x264.AC3-WOFEI][瑞安·雷诺兹][剧情][720P][中英字幕]
	
1548	[美国][2009][阿凡达加长版.Avatar.2009.BluRay.2Audio.MiniSD-TLF][动作/科幻][MiniSD][中英字幕]
	
255	[美国][2009][我杀了我妈妈][I.Killed.My.Mother.2009.DVDRip.x264.HalfCD-QaFoNE][Xavier Dolan][剧情/传记][DVDRip][中文字幕]
	
761	[美国][2010][怦然心动][Flipped.2010.720p.BluRay.x264.DTS-WiKi][玛德琳·卡罗尔][剧情/喜剧/爱情][720P][帖内中英字幕]
	
115	[美国][2010][不朽][22.Bullets.2010.BDRip.480p.AC3.x264-CHD][动作/犯罪][BDRip][帖内中英字幕]
	
433	[美国][1989][死亡诗社/春风化雨][Dead Poets Society][罗宾·威廉姆斯伊桑·霍克罗伯特·肖恩·莱纳德][剧情][HalfCD]
	
109	[美国][2010][明日战争爆发时/明日战争爆发][Tomorrow.When.The.War.Began.2010.BDRip.XviD-aAF][凯特琳·斯塔西/蕾切儿·哈伍德][剧情/动作][BDRip][暂无字幕]
	
224	[美国][1954][后窗][Rear.Window.1954.HDTV.720p.x264.AC3-HDiY][詹姆斯·斯图尔特/格蕾丝·凯莉][犯罪][720P][中文字幕]
	
287	[美国][2002][8英里][8.Mile.2002.BluRay.720p.x264.AC3-WOFEI][BDRip][剧情/音乐][720P][中英字幕]
	
146	[日本][2007][久石让][太阳照样升起][音乐][MP3]
	
810	[大陆][2009][金钱帝国][I.Corrupt.All.Cops.2009.DVDRiP.x264.DTS.2Audio-Pa@Ph][梁家辉/陈奕迅/黄秋生][剧情/犯罪][DVDRip][中英字幕]
	
509	[日本][1984][风之谷][Nausicaa.of.the.Valley.of.the.Winds.1984.DVDRip.X264.TriAudio.AC3.iNT-TLF][岛本须美][动画][DVDRip][中文字幕]
	
238	[美国][1996][独立日][Independence Day 1996 720p BluRay DTS x264-CtrlHD][动作/科幻][720P][帖内中文字幕]
	
502	[美国][1981][猫][CATS][安德鲁·洛伊·韦伯][音乐][中文字幕]
	
4472	[泰国][2010][初恋这件小事][First.Love.2010.D5.MiniSD-TLF][马里奥·玛瑞尔][喜剧][MiniSD][中文字幕]
	
1470	[大陆][1999][枪火][The.Mission.1999.DVDRip.Dual-Audio.XviD.iNT-SE7EN][吴镇宇/黄秋生][动作/犯罪][DVDRip][中文字幕]
	
	
	
2432	[美国][2010][社交网络/社群网战(台)/Facebook的故事][The.Social.Network.2010.BluRay.720p.x264.AC3-3e][杰西·艾森伯格][剧情][720P][中文字幕]
	
2432	[美国][2009][2012世界末日][2009.BDRip.AAC5.1.Minihd-TLF][约翰·库萨克][剧情/动作/科幻][BDRip][中英字幕]
	
762	[美国][2010][敢死队/牺牲品/浴血任务(台)/轰天猛将(港)][The.Expendables.2010.BD.MiniSD-TLF][西尔维斯特·史泰龙/李连杰/杰森·斯坦森][动作/战争][MiniSD][中英字幕]
	
4196	[美国][2009][美国派8:一杆进洞][American Pie Presents: Hole in One][Eugene Levy ...Eric][喜剧/爱情][DVDRip][英文字幕]
	
1607	[美国][2008][功夫熊猫(双语)][Kung.Fu.Panda.2008.BD.3Aduio.MiniHD-TLF][成龙][喜剧/动作/动画][MiniSD][中英字幕]
	
43	[美国][1985][荒唐小混蛋奇遇记][Pee-Wees.Big.Adventure.1985.D9.MiniSD-TLF][保罗·雷宾斯][喜剧][MiniSD][中文字幕]
	
34	[美国][2005][在坟场中心呼唤爱][Odete.2005.HalfCD-QaFoNE][Ana Cristina de Oliveira][剧情][HalfCD][中文字幕]
	
103	[美国][1996][飞天巨桃历险记][James.and.the.Giant.Peach.1996.BD.MiniSD-TLF][西蒙·卡洛][剧情/动画/音乐][MiniSD][中英字幕]
	
976	[美国][2010][卑鄙的我/我很贱/神偷奶爸(台)/坏蛋奖们人(港)][Despicable.Me.2010.BD.MiniSD-TLF][史蒂夫·卡瑞尔][喜剧/动画][MiniSD][中英字幕]
	
875	[大陆][1999][荆轲刺秦王][The.Emperor.And.The.Assassin.1999.D9.MiniSD-TLF][巩俐张丰毅李雪健王志文赵本山周迅][剧情][MiniSD][中文字幕]
	
65	[美国][1980][1980~1994][Police.Academy.1980-1994.XviD.AC3-WAF][警察学校][喜剧][DVDRip][中文字幕]
	
109	[美国][1962][1962~2008][007 ULTiMATE EDiTiON iNTERNAL][007系列合集][动作][DVDRip][中文字幕]
	
656	[美国][2010][驯龙高手/驯龙记/驯龙][How.To.Train.Your.Dragon.2010.BD.MiniSD-TLF][杰拉德·巴特勒][喜剧/动画][MiniSD][中英字幕]
	
1435	[美国][2010][盗梦空间/奠基/全面启动(台)/潜行凶间(港)/心灵犯案][Inception.2010.BD.MiniSD-TLF][莱昂纳多·迪卡普里奥][动作/科幻][MiniSD][中英字幕]
	
112	[美国][2008][神秘匹兹堡][The.Mysteries.of.Pittsburgh.2008.LIMITED.BD.MiniSD-QaFoNE][Omid Abtahi/Seth Adams][剧情][MiniSD][中英字幕]
	
591	[大陆][1998][玻璃之城][City.of.Glass.1998.AC3.DVDRip.XviD.Dual-Audio-COC][黎明/舒淇/吴彦祖/陈奕迅][爱情][DVDRip][中英字幕]
	
5984	[美国][2009][三傻大闹宝莱坞/三个白痴/三个傻瓜/寻找兰彻][3.Idiots.2009.D9.MiniSD-TLF][阿米尔·汗][剧情/喜剧/爱情][MiniSD][中英字幕]
	
18	[美国][1996][新天堂星探][L'uomo.delle.stelle.DVDRip.Divx-ITA][吉赛贝·托纳多雷][DVDRip][中文字幕]
	
2081	[美国][2004][恋恋笔记本][The.Notebook][爱情][HR-HDTV][中文字幕]
	
78	[美国][2010][幻想之爱/爱想象][Heartbeats.2010.FESTiVAL.DVDRip.XviD-LAP][莫妮亚·乔柯里][剧情/爱情][DVDRip][英文字幕]
	
467	[美国][2010][禁闭岛][Shutter.Island.2010.720p.BluRay.x264-EbP][莱昂纳多·迪卡普里奥/马克·鲁弗洛][剧情][720P][帖内中英字幕]
	
375	[美国][2009][守望者(导演终极剪辑版)][Watchmen.2009.Ultimate.Cut.BDRip.480P.x264.AC3-CHD][玛琳·阿克曼/比利·克鲁德普][剧情/动作/科幻][BDRip][中文字幕]
	
829	[韩国][2010][不可饶恕/无法原谅 韩国版][No.Mercy.2010.DVDRip.XviD-COLONiZE][薛景求][犯罪][DVDRip][中文字幕]
	
34	[美国][2009][饥饿的鬼魂][The.Hungry.Ghosts.2009.FESTIVAL.DVDRip.XviD-Kata][Steve Schirripa][剧情][DVDRip][暂无字幕]
	
878	[美国][2010][玩具总动员3][Toy.Story.3.BDRip.AAC5.1.MiniHD-TLF][汤姆·汉克斯][喜剧/动画][BDRip][中英字幕]
	
818	[美国][1941][公民凯恩][Citizen.Kane.1941.CE.XviD.AC3-WAF][约瑟夫·哥顿/多萝西·康明戈尔][剧情][DVDRip][中文字幕]
	
287	[美国][2008][热带惊雷/开麦拉惊魂(台)/雷霆丧星(港)][Tropic.Thunder.2008.BluRay.720p.x264.DTS-WiKi][小罗伯特·唐尼][喜剧/动作][720P][帖内中英字幕]
	
1838	[大陆][1996][甜蜜蜜][Almost.A.Love.Story.DVDrip.ac3_5ch.[AG][黎明/张曼玉][剧情][DVDRip][中文字幕]
	
679	[大陆][2006][满城尽带黄金甲][Curse.Of.The.Golden.Flower.2006.Blu-ray.480P.x264.AAC-CHD][周润发/巩俐/刘烨/周杰伦][剧情/动作][BDRip][中文字幕]
	
2174	[大陆][2001][蓝宇][Lan.Yu.2001.EE.DVDRIP.X264.AAC.HalfCD-NORM][胡军刘/烨][爱情][DVDRip][英文字幕]
	
1249	[美国][2007][异形大战铁血战士2][2007.Aliens vs Predator Requiem.720p.x264.AC3-CMCT][蕾可·艾尔丝沃斯/史蒂文·帕斯奎尔][动作/恐怖/科幻][720P][中英字幕]
	
3644	[美国][2010][弯刀][Machete.R5.LINE.XviD-TWiZTED][丹尼·特乔/杰西卡·阿尔芭/罗伯特·德尼罗/史蒂文·席格][动作/犯罪][R5][帖内中文字幕]
	
1171	[美国][2009][飞屋环游记.国英双语][Up.2009.Bluray.720p.x264.AC3-CMCT][爱德华·阿斯纳][喜剧/动画][720P][中英字幕]
	
1128	[美国][1990][人鬼情未了/第六感生死恋][Ghost.1990.BluRay.720p.x264.AC3-CMCT][乌比·戈德堡/戴米·摩尔][剧情/喜剧/爱情][720P][中英字幕]
	
